transaction_date,store_location,unit_price,product_category,product_type,Size,Day Name,transaction_qty
07-02-2023,Astoria,3.5,Coffee,Organic brewed coffee,Large,Tuesday,5
07-02-2023,Astoria,3.5,Drinking Chocolate,Hot chocolate,Regular,Tuesday,8
07-02-2023,Astoria,3.75,Bakery,Pastry,Not Defined,Tuesday,6
07-02-2023,Astoria,3.75,Bakery,Scone,Not Defined,Tuesday,2
07-02-2023,Astoria,3.75,Coffee,Barista Espresso,Not Defined,Tuesday,4
07-02-2023,Astoria,3.75,Coffee,Premium brewed coffee,Large,Tuesday,3
07-02-2023,Astoria,3.75,Drinking Chocolate,Hot chocolate,Regular,Tuesday,4
07-02-2023,Astoria,4.0,Tea,Brewed Chai tea,Large,Tuesday,10
07-02-2023,Astoria,4.25,Coffee,Barista Espresso,Large,Tuesday,7
07-02-2023,Astoria,4.25,Coffee,Barista Espresso,Regular,Tuesday,9
07-02-2023,Astoria,4.5,Bakery,Scone,Not Defined,Tuesday,3
07-02-2023,Astoria,4.5,Drinking Chocolate,Hot chocolate,Large,Tuesday,6
07-02-2023,Astoria,4.75,Drinking Chocolate,Hot chocolate,Large,Tuesday,7
07-02-2023,Hell's Kitchen,0.8,Flavours,Regular syrup,Not Defined,Tuesday,12
07-02-2023,Hell's Kitchen,0.8,Flavours,Sugar free syrup,Not Defined,Tuesday,9
07-02-2023,Hell's Kitchen,2.0,Coffee,Drip coffee,Small,Tuesday,15
07-02-2023,Hell's Kitchen,2.0,Coffee,Gourmet brewed coffee,Small,Tuesday,7
07-02-2023,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Small,Tuesday,7
07-02-2023,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Small,Tuesday,7
07-02-2023,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Small,Tuesday,12
07-02-2023,Hell's Kitchen,2.5,Coffee,Drip coffee,Regular,Tuesday,7
07-02-2023,Hell's Kitchen,2.5,Coffee,Gourmet brewed coffee,Regular,Tuesday,3
07-02-2023,Hell's Kitchen,2.5,Tea,Brewed Black tea,Regular,Tuesday,11
07-02-2023,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Regular,Tuesday,22
07-02-2023,Hell's Kitchen,2.5,Tea,Brewed Green tea,Regular,Tuesday,6
07-02-2023,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Regular,Tuesday,6
07-02-2023,Hell's Kitchen,2.55,Tea,Brewed Chai tea,Regular,Tuesday,5
07-02-2023,Hell's Kitchen,3.0,Bakery,Scone,Not Defined,Tuesday,2
07-02-2023,Hell's Kitchen,3.0,Coffee,Barista Espresso,Not Defined,Tuesday,1
07-02-2023,Hell's Kitchen,3.0,Coffee,Drip coffee,Large,Tuesday,7
07-02-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Large,Tuesday,1
07-02-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Regular,Tuesday,5
07-02-2023,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Regular,Tuesday,7
07-02-2023,Hell's Kitchen,3.0,Tea,Brewed Black tea,Large,Tuesday,8
07-02-2023,Hell's Kitchen,3.0,Tea,Brewed Chai tea,Large,Tuesday,8
07-02-2023,Hell's Kitchen,3.0,Tea,Brewed Green tea,Large,Tuesday,4
07-02-2023,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Large,Tuesday,14
07-02-2023,Hell's Kitchen,3.1,Coffee,Premium brewed coffee,Regular,Tuesday,6
07-02-2023,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Large,Tuesday,2
07-02-2023,Hell's Kitchen,3.25,Bakery,Biscotti,Not Defined,Tuesday,2
07-02-2023,Hell's Kitchen,3.25,Bakery,Scone,Not Defined,Tuesday,6
07-02-2023,Hell's Kitchen,3.5,Bakery,Biscotti,Not Defined,Tuesday,4
07-02-2023,Hell's Kitchen,3.5,Bakery,Pastry,Not Defined,Tuesday,5
07-02-2023,Hell's Kitchen,3.5,Coffee,Gourmet brewed coffee,Large,Tuesday,3
07-02-2023,Hell's Kitchen,3.5,Coffee,Organic brewed coffee,Large,Tuesday,4
07-02-2023,Hell's Kitchen,3.5,Drinking Chocolate,Hot chocolate,Regular,Tuesday,7
07-02-2023,Hell's Kitchen,3.75,Bakery,Pastry,Not Defined,Tuesday,5
07-02-2023,Hell's Kitchen,3.75,Bakery,Scone,Not Defined,Tuesday,1
07-02-2023,Hell's Kitchen,3.75,Coffee,Barista Espresso,Not Defined,Tuesday,11
07-02-2023,Hell's Kitchen,3.75,Coffee,Premium brewed coffee,Large,Tuesday,13
07-02-2023,Hell's Kitchen,3.75,Drinking Chocolate,Hot chocolate,Regular,Tuesday,9
07-02-2023,Hell's Kitchen,4.0,Tea,Brewed Chai tea,Large,Tuesday,4
07-02-2023,Hell's Kitchen,4.25,Coffee,Barista Espresso,Large,Tuesday,5
07-02-2023,Hell's Kitchen,4.25,Coffee,Barista Espresso,Regular,Tuesday,2
07-02-2023,Hell's Kitchen,4.5,Bakery,Scone,Not Defined,Tuesday,4
07-02-2023,Hell's Kitchen,4.75,Drinking Chocolate,Hot chocolate,Large,Tuesday,8
07-02-2023,Hell's Kitchen,6.4,Packaged Chocolate,Drinking Chocolate,Not Defined,Tuesday,2
07-02-2023,Hell's Kitchen,18.0,Coffee beans,Organic Beans,Not Defined,Tuesday,1
07-02-2023,Hell's Kitchen,20.45,Coffee beans,Espresso Beans,Not Defined,Tuesday,2
07-02-2023,Lower Manhattan,0.8,Flavours,Regular syrup,Not Defined,Tuesday,14
07-02-2023,Lower Manhattan,0.8,Flavours,Sugar free syrup,Not Defined,Tuesday,3
07-02-2023,Lower Manhattan,2.0,Coffee,Drip coffee,Small,Tuesday,5
07-02-2023,Lower Manhattan,2.0,Coffee,Gourmet brewed coffee,Small,Tuesday,2
07-02-2023,Lower Manhattan,2.2,Coffee,Gourmet brewed coffee,Small,Tuesday,7
07-02-2023,Lower Manhattan,2.2,Coffee,Organic brewed coffee,Small,Tuesday,8
07-02-2023,Lower Manhattan,2.45,Coffee,Premium brewed coffee,Small,Tuesday,2
07-02-2023,Lower Manhattan,2.5,Coffee,Drip coffee,Regular,Tuesday,3
07-02-2023,Lower Manhattan,2.5,Coffee,Gourmet brewed coffee,Regular,Tuesday,3
07-02-2023,Lower Manhattan,2.5,Tea,Brewed Black tea,Regular,Tuesday,6
07-02-2023,Lower Manhattan,2.5,Tea,Brewed Chai tea,Regular,Tuesday,8
07-02-2023,Lower Manhattan,2.5,Tea,Brewed Green tea,Regular,Tuesday,6
07-02-2023,Lower Manhattan,2.5,Tea,Brewed herbal tea,Regular,Tuesday,10
07-02-2023,Lower Manhattan,2.55,Tea,Brewed Chai tea,Regular,Tuesday,2
07-02-2023,Lower Manhattan,3.0,Bakery,Scone,Not Defined,Tuesday,2
07-02-2023,Lower Manhattan,3.0,Coffee,Barista Espresso,Not Defined,Tuesday,5
07-02-2023,Lower Manhattan,3.0,Coffee,Drip coffee,Large,Tuesday,7
07-02-2023,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Large,Tuesday,2
07-02-2023,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Regular,Tuesday,5
07-02-2023,Lower Manhattan,3.0,Coffee,Organic brewed coffee,Regular,Tuesday,5
07-02-2023,Lower Manhattan,3.0,Tea,Brewed Black tea,Large,Tuesday,9
07-02-2023,Lower Manhattan,3.0,Tea,Brewed Chai tea,Large,Tuesday,7
07-02-2023,Lower Manhattan,3.0,Tea,Brewed Green tea,Large,Tuesday,5
07-02-2023,Lower Manhattan,3.0,Tea,Brewed herbal tea,Large,Tuesday,14
07-02-2023,Lower Manhattan,3.1,Coffee,Premium brewed coffee,Regular,Tuesday,1
07-02-2023,Lower Manhattan,3.1,Tea,Brewed Chai tea,Large,Tuesday,4
07-02-2023,Lower Manhattan,3.25,Bakery,Biscotti,Not Defined,Tuesday,1
07-02-2023,Lower Manhattan,3.25,Bakery,Scone,Not Defined,Tuesday,8
07-02-2023,Lower Manhattan,3.5,Bakery,Biscotti,Not Defined,Tuesday,5
07-02-2023,Lower Manhattan,3.5,Coffee,Gourmet brewed coffee,Large,Tuesday,4
07-02-2023,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Large,Tuesday,4
07-02-2023,Lower Manhattan,3.5,Drinking Chocolate,Hot chocolate,Regular,Tuesday,2
07-02-2023,Lower Manhattan,3.75,Bakery,Pastry,Not Defined,Tuesday,7
07-02-2023,Lower Manhattan,3.75,Bakery,Scone,Not Defined,Tuesday,1
07-02-2023,Lower Manhattan,3.75,Coffee,Barista Espresso,Not Defined,Tuesday,9
07-02-2023,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Large,Tuesday,6
07-02-2023,Lower Manhattan,3.75,Drinking Chocolate,Hot chocolate,Regular,Tuesday,1
07-02-2023,Lower Manhattan,4.0,Tea,Brewed Chai tea,Large,Tuesday,4
07-02-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Large,Tuesday,5
07-02-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Regular,Tuesday,5
07-02-2023,Lower Manhattan,4.5,Drinking Chocolate,Hot chocolate,Large,Tuesday,4
07-02-2023,Lower Manhattan,4.75,Drinking Chocolate,Hot chocolate,Large,Tuesday,3
07-02-2023,Lower Manhattan,7.6,Packaged Chocolate,Organic Chocolate,Not Defined,Tuesday,1
07-02-2023,Lower Manhattan,8.95,Loose Tea,Black tea,Not Defined,Tuesday,1
07-02-2023,Lower Manhattan,8.95,Loose Tea,Herbal tea,Not Defined,Tuesday,2
07-02-2023,Lower Manhattan,10.95,Loose Tea,Chai tea,Not Defined,Tuesday,1
07-02-2023,Lower Manhattan,21.0,Coffee beans,Gourmet Beans,Not Defined,Tuesday,2
07-02-2023,Lower Manhattan,28.0,Coffee beans,Organic Beans,Not Defined,Tuesday,1
07-03-2023,Astoria,2.0,Coffee,Drip coffee,Small,Tuesday,3
07-03-2023,Astoria,2.0,Coffee,Gourmet brewed coffee,Small,Tuesday,11
07-03-2023,Astoria,2.2,Coffee,Gourmet brewed coffee,Small,Tuesday,4
07-03-2023,Astoria,2.2,Coffee,Organic brewed coffee,Small,Tuesday,6
07-03-2023,Astoria,2.45,Coffee,Premium brewed coffee,Small,Tuesday,12
07-03-2023,Astoria,2.5,Coffee,Drip coffee,Regular,Tuesday,4
07-03-2023,Astoria,2.5,Coffee,Gourmet brewed coffee,Regular,Tuesday,5
07-03-2023,Astoria,2.5,Tea,Brewed Black tea,Regular,Tuesday,20
07-03-2023,Astoria,2.5,Tea,Brewed Chai tea,Regular,Tuesday,9
07-03-2023,Astoria,2.5,Tea,Brewed Green tea,Regular,Tuesday,3
07-03-2023,Astoria,2.5,Tea,Brewed herbal tea,Regular,Tuesday,14
07-03-2023,Astoria,2.55,Tea,Brewed Chai tea,Regular,Tuesday,4
07-03-2023,Astoria,3.0,Bakery,Scone,Not Defined,Tuesday,2
07-03-2023,Astoria,3.0,Coffee,Barista Espresso,Not Defined,Tuesday,3
07-03-2023,Astoria,3.0,Coffee,Drip coffee,Large,Tuesday,2
07-03-2023,Astoria,3.0,Coffee,Gourmet brewed coffee,Large,Tuesday,7
07-03-2023,Astoria,3.0,Coffee,Gourmet brewed coffee,Regular,Tuesday,12
07-03-2023,Astoria,3.0,Coffee,Organic brewed coffee,Regular,Tuesday,6
07-03-2023,Astoria,3.0,Tea,Brewed Black tea,Large,Tuesday,15
07-03-2023,Astoria,3.0,Tea,Brewed Chai tea,Large,Tuesday,6
07-03-2023,Astoria,3.0,Tea,Brewed Green tea,Large,Tuesday,4
07-03-2023,Astoria,3.0,Tea,Brewed herbal tea,Large,Tuesday,4
07-03-2023,Astoria,3.1,Coffee,Premium brewed coffee,Regular,Tuesday,6
07-03-2023,Astoria,3.1,Tea,Brewed Chai tea,Large,Tuesday,11
07-03-2023,Astoria,3.25,Bakery,Biscotti,Not Defined,Tuesday,6
07-03-2023,Astoria,3.25,Bakery,Scone,Not Defined,Tuesday,6
07-03-2023,Astoria,3.5,Bakery,Biscotti,Not Defined,Tuesday,3
07-03-2023,Astoria,3.5,Bakery,Pastry,Not Defined,Tuesday,4
07-03-2023,Astoria,3.5,Coffee,Gourmet brewed coffee,Large,Tuesday,11
07-03-2023,Astoria,3.5,Coffee,Organic brewed coffee,Large,Tuesday,4
07-03-2023,Astoria,3.5,Drinking Chocolate,Hot chocolate,Regular,Tuesday,6
07-03-2023,Astoria,3.75,Bakery,Pastry,Not Defined,Tuesday,9
07-03-2023,Astoria,3.75,Bakery,Scone,Not Defined,Tuesday,3
07-03-2023,Astoria,3.75,Coffee,Barista Espresso,Not Defined,Tuesday,10
07-03-2023,Astoria,3.75,Coffee,Premium brewed coffee,Large,Tuesday,9
07-03-2023,Astoria,3.75,Drinking Chocolate,Hot chocolate,Regular,Tuesday,7
07-03-2023,Astoria,4.0,Tea,Brewed Chai tea,Large,Tuesday,12
07-03-2023,Astoria,4.25,Coffee,Barista Espresso,Large,Tuesday,7
07-03-2023,Astoria,4.25,Coffee,Barista Espresso,Regular,Tuesday,14
07-03-2023,Astoria,4.5,Drinking Chocolate,Hot chocolate,Large,Tuesday,4
07-03-2023,Astoria,4.75,Drinking Chocolate,Hot chocolate,Large,Tuesday,5
07-03-2023,Hell's Kitchen,0.8,Flavours,Regular syrup,Not Defined,Tuesday,18
07-03-2023,Hell's Kitchen,0.8,Flavours,Sugar free syrup,Not Defined,Tuesday,8
07-03-2023,Hell's Kitchen,2.0,Coffee,Drip coffee,Small,Tuesday,11
07-03-2023,Hell's Kitchen,2.0,Coffee,Gourmet brewed coffee,Small,Tuesday,5
07-03-2023,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Small,Tuesday,3
07-03-2023,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Small,Tuesday,13
07-03-2023,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Small,Tuesday,14
07-03-2023,Hell's Kitchen,2.5,Coffee,Drip coffee,Regular,Tuesday,14
07-03-2023,Hell's Kitchen,2.5,Coffee,Gourmet brewed coffee,Regular,Tuesday,9
07-03-2023,Hell's Kitchen,2.5,Tea,Brewed Black tea,Regular,Tuesday,9
07-03-2023,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Regular,Tuesday,23
07-03-2023,Hell's Kitchen,2.5,Tea,Brewed Green tea,Regular,Tuesday,8
07-03-2023,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Regular,Tuesday,12
07-03-2023,Hell's Kitchen,2.55,Tea,Brewed Chai tea,Regular,Tuesday,7
07-03-2023,Hell's Kitchen,3.0,Bakery,Scone,Not Defined,Tuesday,4
07-03-2023,Hell's Kitchen,3.0,Coffee,Barista Espresso,Not Defined,Tuesday,1
07-03-2023,Hell's Kitchen,3.0,Coffee,Drip coffee,Large,Tuesday,8
07-03-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Large,Tuesday,2
07-03-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Regular,Tuesday,10
07-03-2023,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Regular,Tuesday,10
07-03-2023,Hell's Kitchen,3.0,Tea,Brewed Black tea,Large,Tuesday,10
07-03-2023,Hell's Kitchen,3.0,Tea,Brewed Chai tea,Large,Tuesday,6
07-03-2023,Hell's Kitchen,3.0,Tea,Brewed Green tea,Large,Tuesday,5
07-03-2023,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Large,Tuesday,14
07-03-2023,Hell's Kitchen,3.1,Coffee,Premium brewed coffee,Regular,Tuesday,11
07-03-2023,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Large,Tuesday,4
07-03-2023,Hell's Kitchen,3.25,Bakery,Biscotti,Not Defined,Tuesday,4
07-03-2023,Hell's Kitchen,3.25,Bakery,Scone,Not Defined,Tuesday,10
07-03-2023,Hell's Kitchen,3.5,Bakery,Biscotti,Not Defined,Tuesday,2
07-03-2023,Hell's Kitchen,3.5,Bakery,Pastry,Not Defined,Tuesday,2
07-03-2023,Hell's Kitchen,3.5,Coffee,Gourmet brewed coffee,Large,Tuesday,14
07-03-2023,Hell's Kitchen,3.5,Coffee,Organic brewed coffee,Large,Tuesday,11
07-03-2023,Hell's Kitchen,3.5,Drinking Chocolate,Hot chocolate,Regular,Tuesday,6
07-03-2023,Hell's Kitchen,3.75,Bakery,Pastry,Not Defined,Tuesday,8
07-03-2023,Hell's Kitchen,3.75,Bakery,Scone,Not Defined,Tuesday,3
07-03-2023,Hell's Kitchen,3.75,Coffee,Barista Espresso,Not Defined,Tuesday,15
07-03-2023,Hell's Kitchen,3.75,Coffee,Premium brewed coffee,Large,Tuesday,11
07-03-2023,Hell's Kitchen,3.75,Drinking Chocolate,Hot chocolate,Regular,Tuesday,2
07-03-2023,Hell's Kitchen,4.0,Tea,Brewed Chai tea,Large,Tuesday,9
07-03-2023,Hell's Kitchen,4.25,Coffee,Barista Espresso,Large,Tuesday,10
07-03-2023,Hell's Kitchen,4.25,Coffee,Barista Espresso,Regular,Tuesday,8
07-03-2023,Hell's Kitchen,4.5,Bakery,Scone,Not Defined,Tuesday,7
07-03-2023,Hell's Kitchen,4.5,Drinking Chocolate,Hot chocolate,Large,Tuesday,5
07-03-2023,Hell's Kitchen,4.75,Drinking Chocolate,Hot chocolate,Large,Tuesday,5
07-03-2023,Hell's Kitchen,8.95,Loose Tea,Black tea,Not Defined,Tuesday,1
07-03-2023,Hell's Kitchen,18.0,Coffee beans,Organic Beans,Not Defined,Tuesday,1
07-03-2023,Hell's Kitchen,20.45,Coffee beans,Espresso Beans,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,0.8,Flavours,Regular syrup,Not Defined,Tuesday,17
07-03-2023,Lower Manhattan,0.8,Flavours,Sugar free syrup,Not Defined,Tuesday,5
07-03-2023,Lower Manhattan,2.0,Coffee,Drip coffee,Small,Tuesday,8
07-03-2023,Lower Manhattan,2.0,Coffee,Gourmet brewed coffee,Small,Tuesday,2
07-03-2023,Lower Manhattan,2.2,Coffee,Gourmet brewed coffee,Small,Tuesday,8
07-03-2023,Lower Manhattan,2.2,Coffee,Organic brewed coffee,Small,Tuesday,3
07-03-2023,Lower Manhattan,2.45,Coffee,Premium brewed coffee,Small,Tuesday,3
07-03-2023,Lower Manhattan,2.5,Coffee,Drip coffee,Regular,Tuesday,2
07-03-2023,Lower Manhattan,2.5,Coffee,Gourmet brewed coffee,Regular,Tuesday,4
07-03-2023,Lower Manhattan,2.5,Tea,Brewed Black tea,Regular,Tuesday,6
07-03-2023,Lower Manhattan,2.5,Tea,Brewed Chai tea,Regular,Tuesday,6
07-03-2023,Lower Manhattan,2.5,Tea,Brewed Green tea,Regular,Tuesday,4
07-03-2023,Lower Manhattan,2.5,Tea,Brewed herbal tea,Regular,Tuesday,6
07-03-2023,Lower Manhattan,2.55,Tea,Brewed Chai tea,Regular,Tuesday,5
07-03-2023,Lower Manhattan,3.0,Bakery,Scone,Not Defined,Tuesday,2
07-03-2023,Lower Manhattan,3.0,Coffee,Barista Espresso,Not Defined,Tuesday,6
07-03-2023,Lower Manhattan,3.0,Coffee,Drip coffee,Large,Tuesday,8
07-03-2023,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Large,Tuesday,1
07-03-2023,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Regular,Tuesday,5
07-03-2023,Lower Manhattan,3.0,Coffee,Organic brewed coffee,Regular,Tuesday,4
07-03-2023,Lower Manhattan,3.0,Tea,Brewed Black tea,Large,Tuesday,8
07-03-2023,Lower Manhattan,3.0,Tea,Brewed Chai tea,Large,Tuesday,4
07-03-2023,Lower Manhattan,3.0,Tea,Brewed Green tea,Large,Tuesday,3
07-03-2023,Lower Manhattan,3.0,Tea,Brewed herbal tea,Large,Tuesday,19
07-03-2023,Lower Manhattan,3.1,Coffee,Premium brewed coffee,Regular,Tuesday,3
07-03-2023,Lower Manhattan,3.1,Tea,Brewed Chai tea,Large,Tuesday,2
07-03-2023,Lower Manhattan,3.25,Bakery,Biscotti,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,3.25,Bakery,Scone,Not Defined,Tuesday,6
07-03-2023,Lower Manhattan,3.5,Bakery,Biscotti,Not Defined,Tuesday,4
07-03-2023,Lower Manhattan,3.5,Bakery,Pastry,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Large,Tuesday,5
07-03-2023,Lower Manhattan,3.5,Drinking Chocolate,Hot chocolate,Regular,Tuesday,2
07-03-2023,Lower Manhattan,3.75,Bakery,Pastry,Not Defined,Tuesday,5
07-03-2023,Lower Manhattan,3.75,Coffee,Barista Espresso,Not Defined,Tuesday,9
07-03-2023,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Large,Tuesday,4
07-03-2023,Lower Manhattan,3.75,Drinking Chocolate,Hot chocolate,Regular,Tuesday,3
07-03-2023,Lower Manhattan,4.0,Tea,Brewed Chai tea,Large,Tuesday,7
07-03-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Large,Tuesday,4
07-03-2023,Lower Manhattan,4.25,Coffee,Barista Espresso,Regular,Tuesday,9
07-03-2023,Lower Manhattan,4.5,Drinking Chocolate,Hot chocolate,Large,Tuesday,2
07-03-2023,Lower Manhattan,4.75,Drinking Chocolate,Hot chocolate,Large,Tuesday,2
07-03-2023,Lower Manhattan,7.6,Packaged Chocolate,Organic Chocolate,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,8.95,Loose Tea,Black tea,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,8.95,Loose Tea,Herbal tea,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,21.0,Coffee beans,Gourmet Beans,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,23.0,Coffee beans,Organic Beans,Not Defined,Tuesday,1
07-03-2023,Lower Manhattan,28.0,Coffee beans,Organic Beans,Not Defined,Tuesday,3
07-04-2023,Astoria,2.0,Coffee,Drip coffee,Small,Friday,4
07-04-2023,Astoria,2.0,Coffee,Gourmet brewed coffee,Small,Friday,4
07-04-2023,Astoria,2.2,Coffee,Gourmet brewed coffee,Small,Friday,4
07-04-2023,Astoria,2.2,Coffee,Organic brewed coffee,Small,Friday,11
07-04-2023,Astoria,2.45,Coffee,Premium brewed coffee,Small,Friday,8
07-04-2023,Astoria,2.5,Coffee,Drip coffee,Regular,Friday,7
07-04-2023,Astoria,2.5,Coffee,Gourmet brewed coffee,Regular,Friday,9
07-04-2023,Astoria,2.5,Tea,Brewed Black tea,Regular,Friday,28
07-04-2023,Astoria,2.5,Tea,Brewed Chai tea,Regular,Friday,21
07-04-2023,Astoria,2.5,Tea,Brewed Green tea,Regular,Friday,9
07-04-2023,Astoria,2.5,Tea,Brewed herbal tea,Regular,Friday,20
07-04-2023,Astoria,2.55,Tea,Brewed Chai tea,Regular,Friday,3
07-04-2023,Astoria,3.0,Bakery,Scone,Not Defined,Friday,4
07-04-2023,Astoria,3.0,Coffee,Barista Espresso,Not Defined,Friday,5
07-04-2023,Astoria,3.0,Coffee,Drip coffee,Large,Friday,6
07-04-2023,Astoria,3.0,Coffee,Gourmet brewed coffee,Large,Friday,9
07-04-2023,Astoria,3.0,Coffee,Gourmet brewed coffee,Regular,Friday,13
07-04-2023,Astoria,3.0,Coffee,Organic brewed coffee,Regular,Friday,4
07-04-2023,Astoria,3.0,Tea,Brewed Black tea,Large,Friday,10
07-04-2023,Astoria,3.0,Tea,Brewed Chai tea,Large,Friday,7
07-04-2023,Astoria,3.0,Tea,Brewed Green tea,Large,Friday,6
07-04-2023,Astoria,3.0,Tea,Brewed herbal tea,Large,Friday,11
07-04-2023,Astoria,3.1,Coffee,Premium brewed coffee,Regular,Friday,13
07-04-2023,Astoria,3.1,Tea,Brewed Chai tea,Large,Friday,8
07-04-2023,Astoria,3.25,Bakery,Biscotti,Not Defined,Friday,5
07-04-2023,Astoria,3.25,Bakery,Scone,Not Defined,Friday,8
07-04-2023,Astoria,3.5,Bakery,Biscotti,Not Defined,Friday,6
07-04-2023,Astoria,3.5,Bakery,Pastry,Not Defined,Friday,2
07-04-2023,Astoria,3.5,Coffee,Gourmet brewed coffee,Large,Friday,3
07-04-2023,Astoria,3.5,Coffee,Organic brewed coffee,Large,Friday,10
07-04-2023,Astoria,3.5,Drinking Chocolate,Hot chocolate,Regular,Friday,5
07-04-2023,Astoria,3.75,Bakery,Pastry,Not Defined,Friday,7
07-04-2023,Astoria,3.75,Bakery,Scone,Not Defined,Friday,6
07-04-2023,Astoria,3.75,Coffee,Barista Espresso,Not Defined,Friday,19
07-04-2023,Astoria,3.75,Coffee,Premium brewed coffee,Large,Friday,10
07-04-2023,Astoria,3.75,Drinking Chocolate,Hot chocolate,Regular,Friday,7
07-04-2023,Astoria,4.0,Tea,Brewed Chai tea,Large,Friday,8
07-04-2023,Astoria,4.25,Coffee,Barista Espresso,Large,Friday,11
07-04-2023,Astoria,4.25,Coffee,Barista Espresso,Regular,Friday,14
07-04-2023,Astoria,4.5,Bakery,Scone,Not Defined,Friday,5
07-04-2023,Astoria,4.5,Drinking Chocolate,Hot chocolate,Large,Friday,9
07-04-2023,Astoria,4.75,Drinking Chocolate,Hot chocolate,Large,Friday,4
07-04-2023,Hell's Kitchen,0.8,Flavours,Regular syrup,Not Defined,Friday,19
07-04-2023,Hell's Kitchen,0.8,Flavours,Sugar free syrup,Not Defined,Friday,16
07-04-2023,Hell's Kitchen,2.0,Coffee,Drip coffee,Small,Friday,18
07-04-2023,Hell's Kitchen,2.0,Coffee,Gourmet brewed coffee,Small,Friday,15
07-04-2023,Hell's Kitchen,2.2,Coffee,Gourmet brewed coffee,Small,Friday,4
07-04-2023,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Small,Friday,14
07-04-2023,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Small,Friday,16
07-04-2023,Hell's Kitchen,2.5,Coffee,Drip coffee,Regular,Friday,6
07-04-2023,Hell's Kitchen,2.5,Coffee,Gourmet brewed coffee,Regular,Friday,9
07-04-2023,Hell's Kitchen,2.5,Tea,Brewed Black tea,Regular,Friday,17
07-04-2023,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Regular,Friday,26
07-04-2023,Hell's Kitchen,2.5,Tea,Brewed Green tea,Regular,Friday,13
07-04-2023,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Regular,Friday,13
07-04-2023,Hell's Kitchen,2.55,Tea,Brewed Chai tea,Regular,Friday,9
07-04-2023,Hell's Kitchen,3.0,Bakery,Scone,Not Defined,Friday,3
07-04-2023,Hell's Kitchen,3.0,Coffee,Barista Espresso,Not Defined,Friday,6
07-04-2023,Hell's Kitchen,3.0,Coffee,Drip coffee,Large,Friday,9
07-04-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Large,Friday,2
07-04-2023,Hell's Kitchen,3.0,Coffee,Gourmet brewed coffee,Regular,Friday,8
07-04-2023,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Regular,Friday,12
07-04-2023,Hell's Kitchen,3.0,Tea,Brewed Black tea,Large,Friday,10
07-04-2023,Hell's Kitchen,3.0,Tea,Brewed Chai tea,Large,Friday,10
07-04-2023,Hell's Kitchen,3.0,Tea,Brewed Green tea,Large,Friday,7
07-04-2023,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Large,Friday,19
07-04-2023,Hell's Kitchen,3.1,Coffee,Premium brewed coffee,Regular,Friday,15
07-04-2023,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Large,Friday,6
07-04-2023,Hell's Kitchen,3.25,Bakery,Biscotti,Not Defined,Friday,6
